"サービス","OpenSearch Service($)","Savings Plans for  Compute usage($)","Support (Enterprise)($)","Relational Database Service($)","Tax($)","S3($)","Elastic Container Service($)","CloudFront($)","Redshift($)","CloudWatch($)","ElastiCache($)","CloudFront Security Bundle($)","VPC($)","Elastic Load Balancing($)","GuardDuty($)","CloudTrail($)","EC2 その他($)","Kinesis Firehose($)","WAF($)","EC2 Container Registry (ECR)($)","Global Accelerator($)","EC2 インスタンス($)","Athena($)","Lambda($)","Key Management Service($)","Config($)","Route 53($)","SQS($)","Managed Grafana($)","Cost Explorer($)","Secrets Manager($)","CloudWatch Events($)","CodePipeline($)","SES($)","Elastic File System($)","CodeBuild($)","Systems Manager($)","SNS($)","API Gateway($)","Location Service($)","CloudShell($)","Step Functions($)","Glue($)","DynamoDB($)","Elastic Container Registry Public($)","QuickSight($)","Certificate Manager($)","X-Ray($)","CloudFormation($)","Refund($)","合計コスト($)"
"2025-11-14","19.5650634956","0","","36.927327434","","58.0288821672","21.7959954087","12.6500677382","5.0203430207","16.2518144394","0","","12.700758533","12.0941941557","4.5813549873","1.255167","8.8014771143","7.3213115502","1.2666666744","2.6720465111","2.4119399338","0.0296568285","0.081995","1.0775232317","1.0231383336","0.117","0.3967044","0.330444395","","0.0862216667","0.0133333344","0.012095","","0.0015024863","0.0001984468","","","0.0000099709","0.0000097541","","","0.0000000021","0","0","0","0","","","","","226.5142430137"
"2025-11-15","19.5040287182","0","","29.2818641981","","56.8828170399","9.7429361242","7.3710514494","4.8227551814","14.3290911491","0","","12.6954420998","11.6263677607","3.7324487913","0.692649","5.7395790584","3.2265958217","1.2666666744","2.6724716253","2.4087314097","0.0140573733","0.00955","0.7768224005","1.0179303336","0.129","0.2645364","0.2565875","","0.086399","0.0133333344","0.01192","0","0.0003004978","0.0001998253","0","","0.0000032405","","","","","0","0","0","0","","","","","188.576136007"
"2025-11-16","19.5064877375","0","","25.6740460159","","57.3223748208","9.2713170227","7.3268290545","4.7569019904","14.3054659185","0","","12.6959794606","11.662381778","3.7174137314","0.695226","5.8237556751","3.3053260804","1.2666666744","2.6724716256","2.4066291282","0.0148652829","0.00955","0.7389114803","1.0157463336","0.096","0.254276","0.2610948","","0.086484","0.0133333344","0.011567","","0.0007011595","0.0002020185","","","0.0000002415","","","","","0","0","0","0","","","","","184.9120043647"
"2025-11-17","19.5724213629","0","","33.8892203551","","61.0087579336","20.7520874177","12.2177843529","5.2179800846","16.299260831","0","","12.6996158092","12.2999820275","4.8908992634","1.272144","9.2378794137","8.1179820448","1.2666666744","2.6749251514","2.4059301753","0.0324251773","0.00965","0.9383668755","1.0328973336","0.102","0.3690988","0.3018829","","0.0864763333","0.0133333344","0.012051","","0.002804475","0.0002046948","","","0.0000013098","0.0000096217","","","","0","0","0","0","","","","","226.7247387529"
"2025-11-18","19.5599737623","0","","33.4981779725","","59.4143127068","18.354576984","11.6986408308","5.2838778283","16.0610236103","0","","12.6971050155","12.2365778866","4.6217852736","1.292326","8.8966732109","7.5064232832","1.2666666744","2.6774925067","2.405514978","0.0284643482","0.018","0.9875170281","1.0227513336","0.114","0.4134676","0.3129731","","0.0864763333","0.0133333344","0.012044","","0.0021034822","0.0002063076","","","0.0000096614","0.0000027689","","","","0","0","0","0","","","","","220.4824978216"
"2025-11-19","19.561686745","0","","36.5260341711","","60.0830993167","19.2578339916","12.6312630336","5.3497304712","18.1820263179","0","","12.703580943","12.1733069607","6.2323046591","3.028732","9.0391844754","7.8316007438","1.2666666744","2.6806609554","2.4063766213","0.0322913806","1.527065","1.1286503566","1.0373103336","0.105","0.370918","0.3858576","","0.0864646667","0.0133333344","0.012073","","0.0037061432","0.0002095463","","","0.000006763","0.0000138393","","","","0","0","0","0","","","","","233.6569880439"
"2025-11-20","19.5632320906","0","","34.018119828","","59.8160163195","21.3636183332","12.5912555413","5.2838867806","17.0749639596","0","","12.7036740316","12.213903154","5.2223672794","1.929298","9.0312028984","7.8542239959","1.2666666744","2.6850736434","2.4057214501","0.0326834986","0.399015","1.0673960477","1.0423293336","0.144","0.3667116","0.3669083","","0.0864703333","0.0133383344","0.012382","","0.0015024885","0.0002165368","","","0.0000024153","0.0000055378","0.00002","","","0","0","0","0","","","","","228.556205406"
"2025-11-21","19.5521057626","0","","33.2300508232","","58.7070983191","20.3929415022","11.6157139186","4.8886875076","16.2048257951","0","","12.7043018522","12.1457450175","4.6417699423","1.361284","8.785941589","7.4314493189","1.2666666744","2.685384163","2.4097270808","0.0303735683","0.173055","0.9582153583","1.0331163336","0.102","0.3524084","0.3271491","","0.0856033333","0.0133333344","0.01212","","0.0016026547","0.0002199061","","","0.0000060385","0.0000027689","","","","0","0","0","0","","","","","221.1128990626"
"2025-11-22","19.4984553779","0","","29.0447318259","","57.3904045008","8.1346457562","9.3847066669","4.8228337163","14.2276211523","0","","12.6972685058","11.699020388","3.9160198582","0.707359","5.8869461806","3.4762283702","3.2378550744","2.685548292","2.4074158335","0.0139408983","0.02314","0.6947958834","1.0300023336","0.072","0.2659864","0.2595441","","0.0857423333","0.0133333344","0.011792","","0.0011018208","0.0002222148","","","0","","","","","0","0","0","0","","","","","191.6886618176"
"2025-11-23","19.4993300534","0","","28.919377574","","57.4837195995","7.3203612539","7.5879547517","4.7569849884","14.1114403758","0","","12.6934547659","11.6204917083","3.9880927006","0.670246","5.6473598379","3.1220279504","3.1735164744","2.685548292","2.4053636835","0.0127344818","0.01969","0.7064216376","1.0289763336","0.078","0.2319276","0.2690952","","0.08572","0.0133333344","0.011607","","0.0003004969","0.000224412","","","0","","","","","0","0","0","0","","","","","188.143300506"
"2025-11-24","19.5157012544","0","","29.2619090128","","56.6988742763","13.328442867","9.8814358905","5.2839329776","14.7999945145","0","","12.6946224084","12.0919544334","3.9062362877","0.815354","6.8620668568","4.8748863047","1.2666666744","2.685548292","2.406789457","0.0304332009","0.01641","0.9669566819","1.0336143336","0.093","0.3081972","0.3190695","","0.0855396667","0.0133333344","0.011799","","0.0004006627","0.0002250984","","","0","","","","","0","0","0","0","","","","","199.2533941861"
"2025-11-25","19.5757710372","0","","35.158725888","","58.2717434722","21.6320970688","13.1504571424","5.4816808099","16.7705862123","0","","12.6993118209","12.5150000126","4.6743844993","1.412112","9.4977079799","8.3715804868","1.2666666744","2.6883593407","2.4089395496","0.0380675363","0.046125","1.1726126693","1.0553733336","0.09","0.400432","0.3670304","","0.085458","0.0133333344","0.012212","","0.0034054676","0.0002262222","","","0.0000042082","","0.00001","","","0","0","0","0","","","","","228.8594141666"
"2025-11-26","19.5756072579","0","","34.4423463062","","64.3498326993","21.8116222408","13.3456847744","5.416125707","32.7853364467","0","","12.6988868318","12.2275614485","18.3322341256","14.521548","9.3929161457","8.2969879531","1.2666666744","2.6929933098","2.408471778","0.0294995787","13.640885","40.795741451","1.0542993336","0.108","0.3892344","0.4474835","","0.0854973333","0.0133933344","0.014536","","0.0040064721","0.0002286901","","","0.0000263277","0.0000083028","","","","0","0","0","0","","","","","330.1476614229"
"2025-11-27","19.5667854176","0","","33.7013196611","","61.195209418","20.8591858042","12.9380862268","5.5479864966","18.5654700527","0","","12.7097831936","12.2120568697","6.5397906741","2.916183","9.2229221963","7.8665058525","1.2666666744","2.6951892044","2.4076864476","0.0306481985","1.74505","1.1282581113","1.0484853336","0.099","0.3927952","0.3815047","","0.086453","0.0136633344","0.012272","","0.0046074574","0.0002279856","","","0.0000103862","","","","","0","0","0","0","","","","","235.1538028966"
"2025-11-28","19.5678913101","0","","35.2522798426","","58.3077236281","20.5006874608","12.7380273002","6.5360205666","20.7498808468","0","","12.701548082","12.2339643852","8.6096621091","4.95051","9.2985329972","8.0048132507","1.2666666744","2.6981205412","2.4094890811","0.0265852658","3.90602","1.079955347","1.0503423336","0.123","0.3765016","0.3711914","","0.0864256667","0.0228352922","0.012157","","0.0016026491","0.0002296197","","","0.0000053138","","0.00001","","","0","0","0","0","","","","","242.882679564"
"2025-11-29","19.497746071","0","","28.8947019978","","55.6244487663","6.4929242896","7.933400796","4.6259117663","14.2696563783","0","","12.6930106556","11.6524900155","3.6231717695","0.717281","5.9529225134","3.4085194591","2.4878842744","2.6985040656","2.4112011687","0.0119016716","0.0095","0.7472477901","1.0410963336","0.075","0.2556892","0.2757719","","0.0864723333","0.0266716688","0.01176","","0.0002003313","0.0002300223","","","0.000000966","","","","","0","0","0","0","","","","","185.5253172041"
"2025-11-30","19.5013441236","0","","29.2204933669","","56.0543661693","7.266698258","8.6246051941","4.8235357541","14.5381214499","0","","12.6934050497","11.8443456235","3.7182534905","0.810523","6.3911490559","3.7709155085","1.2666666744","2.6985040656","2.4079152397","0.0123583325","0.0096","0.9229512309","1.0428453336","0.078","0.2390192","0.3155142","","0.1553419355","0.0266666688","0.011876","","0.0013021516","0.0002303928","","","0.0000012076","","","","","0","0","0","0","","","","","188.446548677"
"2025-12-01","18.956997249","0","1910.7","1411.9199063181","1156.33","55.8657121032","23.424910797","6.6052368311","749.8769386504","8.2476169386","108.9216","950","12.7093927731","12.6222213518","4.7944376953","1.625798","10.018496098","9.0119745819","1.225806444","2.6137585045","2.4098557353","0.0000074508","0.078465","0.000012927","1.000877064","0.174","2.3946824","0.0800476","9","0.0840693548","0.0258064512","0.012625","0","0.0034056257","0.000226181","0","","0","0.00000258","","","","0","0","0","0","","","","","6470.7348877058"
"2025-12-02","18.9425141916","0","","43.0107504231","","59.2293749051","25.1746290094","7.633833685","5.8769700487","16.3898094988","0","","12.7007749713","12.4630174584","6.2025318771","2.470687","9.8966864457","9.2541956532","1.225806444","2.6174456508","2.4084081844","0.0223700981","0.365675","0.0000124134","1.069904064","0.096","0.3761648","0.2442642","","0.0956080645","0.0258064512","0.012543","","0.003205298","0.0002279382","","","0.0000064844","","","","","0","0","0","0","","","","","237.8092232584"
"2025-12-03","18.9327504148","0","","26.9839615697","","58.1689961519","21.5220794796","6.0419732866","5.4159372902","15.0138464471","0","","12.2577801876","11.7278407422","4.7589909978","1.495592","8.9381839432","7.8524809452","1.225806444","2.6201817289","2.4092218498","0.0309398748","0.041295","0.0178041113","1.051844064","0.144","0.376964","0.3622726","","0.0855648387","0.0258064512","0.012392","","0.0022036516","0.0002333338","","","0.00000942","0.0000069878","","","","0","0","0","0","","","","","207.5169598118"
"2025-12-04","18.9569944279","0","","32.9678575713","","58.6883392174","17.2105604314","3.9071550498","6.011346754","15.5088142627","0","","10.6259198648","9.6578406875","4.614515126","1.88861","9.3692150726","8.2451937679","1.225806444","2.6235081528","1.4122048491","0.0395764634","0.214905","0.0157907684","1.066037064","0.246","0.4563492","0.3336588","","0.0855716129","0.0258064512","0.012585","","0.0022036438","0.0002368595","","","0.0000070314","","","","","0","0","0","0","","","0","","205.4126095738"
"2025-12-05","18.9282087947","0","","31.1091562937","","57.8614535048","15.2819415564","6.2503562359","4.954910091","14.3055043418","0","","10.297447039","9.1988003132","4.2268778376","1.198617","8.5288517661","7.4790748784","1.225806444","2.6241953712","1.2114598049","0.039542983","0.0334","0.0152227648","1.041569064","0.087","0.3719864","0.3286088","","0.0846206452","0.0258064512","0.012008","","0.0025041413","0.000237048","","","0.0000041061","","","","","0","0","0","0","","","","","196.7251716763"
"2025-12-06","18.8696885706","0","","26.1134078379","","56.1747838331","4.0225668787","6.2571560574","4.9549237935","13.2711551071","0","","10.2933788473","8.7021703449","3.5452889784","0.692862","5.6187369253","3.2788687707","1.225806444","2.6241953712","1.2117224261","0.0206805688","0.03245","0.01427492","1.042085064","0.072","0.2491124","0.2751457","","0.0846880645","0.0258064512","0.01188","","0.000400662","0.0002376617","","","0.000000483","","","","","0","0","0","0","","","","","168.6854741614"
"2025-12-07","18.8907442487","0","","29.0041256881","","56.03628745","3.2206454845","8.0650537822","4.5597364221","13.3435426035","0","","10.2930678489","8.7776282428","3.7011080219","0.687824","5.8124033002","3.3957226185","1.225806444","2.6241953712","1.2127539794","0.0235779101","0.0267","0.6553375886","1.040021064","0.081","0.2797544","0.2772453","","0.0857","0.0258064512","0.01184","","0.0001001663","0.0002392083","","","0.0000012076","","","","","0","0","0","0","","","","","173.3579688021"
"2025-12-08","18.9434498041","0","","31.3224612369","","69.5818914943","18.7842885238","6.9946247893","5.877100366","36.7617079053","0","","10.2992561575","9.4546898904","23.5351352626","19.276843","9.0850316937","8.0861640922","1.225806444","2.6259650371","1.2112144285","0.0495297292","20.60111","1.0016011571","1.057502064","0.105","0.3990652","0.3261742","","0.0853258065","0.0258064512","0.012362","","0.0032052976","0.000240477","","","0.0000054159","","","","","0","0","0","0","","","","","296.7325579242"
"2025-12-09","18.9345269433","0","","31.2250939046","","61.0054478682","19.4310475589","6.2259252554","5.5477770171","17.4050249916","0","","10.2988337541","9.3876245033","5.2517300824","2.04339","9.0489409444","8.0026484299","1.225806444","2.6272940482","1.2116147817","0.0431424046","0.68348","1.1147762205","1.052201064","0.093","0.3897644","0.3551703","","0.0854558065","0.0258064512","0.012345","","0.0094153863","0.000241944","","","0.0000058991","0.0000042199","","","","0","0","0","0","","","","","212.7375356232"
"2025-12-10","18.9344650897","0","","32.2955944457","","60.1400746031","19.7316198234","4.2844908036","5.5477959396","18.1572961446","0","","10.2993469201","9.282718091","5.9332705192","2.686678","9.1466548695","8.0829069909","1.225806444","2.6329930793","1.2160747537","0.0403781456","1.550485","1.0982544512","1.059044064","0.096","0.3689692","0.369108","","0.0841219355","0.0258064512","0.012349","","0.0042069628","0.0002433504","","","0.000007246","0.0000040868","","","","0","0","0","0","","","","","214.3067644109"
"2025-12-11","18.9272674903","0","","30.9079617772","","59.9922022989","18.5105955153","7.4212903855","5.4160890356","18.8352637293","0","","10.2998139405","9.2340624623","6.5787124492","3.298293","8.9368463611","7.8476838689","1.225806444","2.6358252579","1.2089311998","0.0402348041","0.191175","0.8923068391","1.050104064","0.111","0.3714696","0.3284051","","0.0851419355","0.0258064512","0.012142","","0.0014023203","0.0002452921","","","0.0000016907","0.0000083054","","","","0","0","0","0","","","","","214.3860886182"
"2025-12-12","18.9224990089","0","","30.2753420932","","68.5188809038","24.9505915667","6.3067630278","5.2185220502","16.2980576967","0","","10.3000073313","9.2564650703","5.1728091761","1.270848","8.9421205835","7.4920038985","1.225806444","2.6564509732","1.2148620022","0.0372770995","0.05531","0.9658026819","1.074506064","0.123","0.3152228","0.3087301","","0.0841522581","0.0258064512","0.012686","","0.0037059578","0.0002467416","","","0.0000029633","0.0000042199","","","","0","0","0","0","","","","","221.0284831637"
"2025-12-13","18.8737373018","0","","24.9358200219","","56.6599049559","15.0930812456","7.4792473963","4.362246771","14.1545694356","0","","10.2943893874","8.7256502432","4.281780232","0.703516","5.9012883445","3.6513348197","1.225806444","2.6419763952","1.2092516854","0.0188211897","0.026295","0.625631875","1.040027064","0.069","0.2375952","0.2494417","","0.0852212903","0.0258064512","0.01182","","0.0003004964","0.0002471016","","","0","","","","","0","0","0","0","","","","","182.5838080477"
"2025-12-14","18.8677198794","0","","23.8244069753","","56.9901301804","15.1547080626","7.4801164632","4.5598569519","14.2807312256","0","","10.2928306854","8.7342036312","4.0009199099","0.693013","5.8478567461","3.6101992606","1.225806444","2.6419763952","1.2080645861","0.0191599977","0.022235","0.7434939567","1.040537064","0.078","0.2576904","0.300387","","0.0848190323","0.0258064512","0.011868","","0.0008013264","0.0002473632","","","0.0000019322","","","","","0","0","0","0","","","","","181.9975879206"
"2025-12-15","18.9388963601","0","","31.1295685657","","59.3316472539","28.5118872146","7.1094450453","5.7454657329","19.3463909852","0","","10.2978876048","9.421969236","7.4561965606","3.711238","9.3943771186","8.2579083825","1.225806444","2.6442773474","1.2097259601","0.0449747831","2.310275","14.4049493664","1.069286064","0.093","0.4129724","0.3797473","","0.084623871","0.0258114512","0.013578","","0.0031049743","0.0002498299","","","0.000001895","0.0000096155","0.00002","","","0","0","0","0","","","","","242.5752923621"
"2025-12-16","18.9269144599","0","","35.2787235225","","59.0333432623","28.1995237711","6.1293364621","5.4161490656","19.6200093392","0","","10.2976061848","9.4181535012","5.3613774814","1.719551","9.144408","8.2368431279","1.225806444","2.6473270674","1.2099041009","0.0396074882","0.36896","0.9934203659","1.057445064","0.135","0.3465244","0.3337603","","0.0835183871","0.0258064512","0.012434","","0.0031051286","0.0002517594","","","0.0000030006","0.0000083041","","","","0","0","0","0","","","","","225.2648214394"
"2025-12-17","18.9374852008","0","","31.6369264289","","62.0325637311","27.0012012673","6.0033296404","5.4161837003","22.518675607","0","","10.2991247433","9.598798104","9.6962806207","5.706674","9.3578952883","8.3959770006","1.225806444","2.6478912745","1.2103122838","0.0445678581","4.601875","1.0997127283","1.045724064","0.12","0.4149208","0.3614467","","0.0844470968","0.0258064512","0.012176","","0.0047076301","0.0002533161","","","0.000000966","0.0000027689","","","","0","0","0","0","","","","","239.5007667145"
"2025-12-18","18.9368690703","0","","31.9214938548","","60.7896810514","27.1636422452","6.5112541761","5.6796506218","16.3650160198","0","","10.3021095598","9.3403622988","5.2043994363","1.379597","9.2444293862","8.1523496827","1.225806444","2.6515798901","1.2103611908","0.0423977782","0.035255","1.1415911767","1.064534064","0.099","0.3802288","0.348496","","0.0835058065","0.0258064512","0.012374","","0.0024039783","0.0002587316","","","0.0000005852","0.0000027689","","","","0","0","0","0","","","","","219.3144570687"
"2025-12-19","18.9290427141","0","","30.3604604322","","59.8181188995","24.2019399719","6.0975676098","5.745528138","15.6690152197","0","","10.2979111227","9.0931272235","4.6814237574","1.190527","8.5223867986","7.0963201331","1.225806444","2.6533948397","1.2149561001","0.0377805722","0.027435","0.9001686778","1.044806064","0.093","0.6590152","0.3200925","","0.0844212903","0.0258064512","0.012015","","0.0016024867","0.0002610756","","","0.0000019323","0.0000055352","","","","0","0","0","0","","","","","210.0039381896"
"2025-12-20","18.8777536322","0","","26.2575638828","","57.2464250482","14.6829906724","7.7915154079","4.4281891979","14.2378316273","0","","10.296538219","8.8068313654","4.0381454298","0.747351","5.8269974536","3.4535908698","1.225806444","2.6537376168","1.2129309224","0.0187739461","0.02647","0.7025582048","1.039247064","0.066","0.2607384","0.3087083","","0.0844651613","0.0258064512","0.011759","","0.0006009933","0.0002614242","","","0","","","","","0","0","0","0","0","","","","184.3295877344"
"2025-12-21","18.8808114065","0","","25.5754906535","","57.850211958","14.9390797456","7.8218492747","4.5599331639","14.3440625789","0","","10.2916720025","8.7822010422","4.0833479464","0.781707","5.9660583874","3.6486581042","1.225806444","2.6537376168","1.213098682","0.0208957652","0.0222","0.7858773763","1.040279064","0.084","0.2323064","0.3188059","","0.0845064516","0.0258064512","0.011834","","0.0010016597","0.0002635443","","","0.0000009661","","","","","0","0","0","0","","","","","185.245503585"
"2025-12-22","18.940029011","0","","31.2209528539","","62.4868836191","27.6018768184","6.7016754712","5.4820823575","28.703512311","0","","10.2966121895","9.3058512605","16.0053686846","11.767444","9.2166852696","8.0739296144","1.225806444","2.6568308664","1.2088880221","0.0434235555","11.889185","0.8590569323","1.055552064","0.105","0.3703436","0.3516396","","0.0843748387","0.0258064512","0.012214","","0.0023038113","0.0002682142","","","0.0000004831","0.0000027676","","","","0","0","0","0","","","","","265.6936001111"
"2025-12-23","18.9234500764","0","","28.7013781551","","59.6908186268","26.6382882465","5.5229852432","5.0210252738","16.0881105411","0","","10.295729725","9.1196864115","5.1992089682","1.218862","8.6489497353","7.2794642838","1.225806444","2.6597447865","1.2112091959","0.0399686888","0.08636","0.8196521914","1.043696064","0.096","0.3433292","0.30286","","0.0843387097","0.0258064512","0.012052","","0.0023036479","0.0002696304","","","0","0.0000042199","","","0.0000000021","0","0","0","0","","","","","210.3013585185"
"2025-12-24","18.928433383","0","","30.5804273784","","59.4015519205","26.7167501852","5.6270267848","5.4821013583","23.4993933137","0","","10.2967161252","9.0819579814","11.3057632564","7.414757","8.6597731611","7.0996541415","1.225806444","2.6615932775","1.218245677","0.0367578377","1.16091","0.849766849","1.060073064","0.105","0.3564472","0.2834427","","0.0842990323","0.0258114512","0.012412","","0.0036058129","0.0002696304","","","0","0.0000040868","","","","0","0","0","0","","","","","233.1787510523"
"2025-12-25","18.9215514761","0","","31.2884349325","","55.6651779448","26.170088962","5.6382735404","5.4162531002","16.1305208149","0","","10.2958089981","9.1192428165","4.8101883016","1.264717","8.7966623078","7.4893555065","1.225806444","2.6638139285","1.2132089075","0.0364945192","0.03062","0.7550617551","1.047851064","0.096","0.3503844","0.2825275231","","0.0843596774","0.0258064512","0.01203","","0.0028044728","0.000271352","","","0","","","","","0","0","0","0","","0","","","208.8333161962"
"2025-12-26","18.9230084207","0","","30.6573846937","","57.6873202196","26.5136441546","5.2751371748","5.152806354","16.2431190523","0","","10.2959023266","9.0856582455","4.9200170885","1.294632","8.5729632761","7.2883412355","1.225806444","2.6661233713","1.2100931252","0.0402187626","0.06914","0.7334225638","1.050245064","0.099","0.3151176","0.2747126","","0.0843219355","0.0258064512","0.012086","","0.0034054716","0.0002727312","","","0","","","","","0","0","0","0","","","","","209.7197063623"
"2025-12-27","18.893376274","0","","26.2631317287","","54.1745257158","14.5161106882","6.5416462923","4.2965617423","14.25178053","0","","10.2915822816","8.6079687254","4.30967191","0.596654","5.5540296012","2.9984006879","2.432913844","2.6665813968","1.2133018758","0.0165943434","0.02537","0.5858275831","1.038731064","0.063","0.2084548","0.2322433","","0.08355","0.0258064512","0.01171","","0.0007011589","0.0002727312","","","0","","","","","0","0","0","0","","","","","179.9004987258"
"2025-12-28","18.8699385724","0","","25.8816612799","","54.9273569085","14.5149410446","7.7401905701","4.3624392324","14.0949356738","0","","10.2951413302","8.6140276743","4.1209977252","0.552592","5.2814192338","2.7375335886","2.787797244","2.6665813968","1.2079751879","0.0153555519","0.021065","0.5175034683","1.039253064","0.093","0.2084036","0.1974343","","0.083516129","0.0258064512","0.011703","","0.0002003311","0.0002727312","","","0","","","","","0","0","0","0","","","","","180.8690422892"
"2025-12-29","18.8861795892","0","","24.6172951226","","60.3687493327","15.3314650656","6.9227816282","4.5600463857","14.1931497902","0","","10.291988299","8.908715032","4.0251390308","0.651124","5.6197814807","3.3501133919","1.225806444","2.6665813968","1.2073084291","0.0191844345","0.01674","0.5776514556","1.039505064","0.09","0.219202","0.2012405","","0.0833345161","0.0258064512","0.011829","","0.0101167128","0.0002727312","","","0","","","","","0","0","0","0","","","","","185.1211072839"
"2025-12-30","18.8654026688","0","","25.4601065256","","54.6297262073","17.0975828821","6.2295232719","4.6918141288","14.3761520194","0","","10.2923131293","8.620417038","4.149091039","0.642282","5.1698031857","2.6772327225","2.774983644","2.6665813968","1.206740695","0.0154121217","0.01695","0.4696048943","1.042601064","0.087","0.2107492","0.19856","","0.0831267742","0.0258064512","0.0118","","0.0001001656","0.0002727312","","","0","","","","","0","0","0","0","","","","","181.7117359564"
"2025-12-31","18.8598494427","0","","23.9603904507","","54.3286843432","14.545861504","5.8497670528","4.3624700043","13.8801325086","0","","10.2912459543","8.4793070852","3.9405016214","0.51074","4.5152013306","2.1079708107","2.501040444","2.6665813968","1.205993444","0.0127121811","0.01669","0.3829524178","1.038989064","0.084","0.2051396","0.177833","","0.1537332258","0.0258064512","0.011722","","0.0005006635","0.0002727312","","","0","","","","","0","0","0","0","","","","","174.1160887279"